ImageId,BuildingId,PolygonWKT_Pix,PolygonWKT_Geo
AOI_2_Vegas_img2144,20,"POLYGON ((286.8 530.57 0,214.38 536.55 0,215.86 548.2 0,210.39 548.65 0,212.83 567.88 0,223.89 566.97 0,224.54 572.06 0,213.48 572.98 0,215.14 586.06 0,225.49 585.2 0,226.1 590.02 0,215.75 590.87 0,218.45 612.18 0,225.57 611.59 0,227.8 629.2 0,222.4 629.65 0,220.68 629.79 0,223.24 650.0 0,223.77 650.0 0,233.87 649.17 0,233.98 650.0 0,307.15 650.0 0,306.95 648.35 0,296.01 649.26 0,295.35 644.09 0,306.29 643.18 0,303.72 622.93 0,297.58 623.44 0,295.9 610.22 0,302.04 609.71 0,298.91 584.96 0,288.45 585.83 0,287.72 580.08 0,298.18 579.21 0,296.67 567.36 0,286.08 568.24 0,285.35 562.49 0,295.94 561.61 0,293.47 542.12 0,288.32 542.55 0,286.8 530.57 0))","POLYGON ((-115.24707323399997 36.198820168000054 0,-115.247069131999979 36.198787828000036 0,-115.247055225999986 36.19878897600006 0,-115.247048550999978 36.198736341000028 0,-115.247077164999951 36.198733978000064 0,-115.247075195999969 36.198718452000037 0,-115.247046581999939 36.198720815000058 0,-115.247042524999983 36.198688828000058 0,-115.247070748999988 36.19868649600005 0,-115.24706878 36.198670972000059 0,-115.247040555999945 36.198673303000078 0,-115.247032079999897 36.198606479000034 0,-115.247048658999972 36.198605111000063 0,-115.247044130999939 36.19856941200004 0,-115.247027553999942 36.198570781000058 0,-115.247020618999954 36.198516102000042 0,-115.247050153999965 36.198513662000039 0,-115.247048384999971 36.198499707000053 0,-115.247018847999982 36.198502146000067 0,-115.247018284157647 36.198497699869698 0,-115.247215854221366 36.198497699869698 0,-115.24721614 36.198499953000066 0,-115.247243421043038 36.198497699869698 0,-115.247244838693447 36.198497699869698 0,-115.247251757999948 36.198552264000057 0,-115.247247116999972 36.198552648000032 0,-115.247232541999949 36.198553851000042 0,-115.247238571999958 36.198601398000051 0,-115.247257787999956 36.198599811000065 0,-115.24726508399999 36.198657338000032 0,-115.24723712499997 36.198659648000046 0,-115.247238774999971 36.198672654000063 0,-115.24726673399999 36.198670345000039 0,-115.247271212999976 36.19870566600008 0,-115.24724135299999 36.198708132000036 0,-115.247243097999956 36.198721893000027 0,-115.247272958999986 36.198719427000071 0,-115.24727954399998 36.198771346000058 0,-115.247264777999987 36.19877256500007 0,-115.24726876699998 36.198804019000079 0,-115.24707323399997 36.198820168000054 0))"
AOI_2_Vegas_img2144,21,"POLYGON ((304.93 358.69 0,233.33 353.5 0,232.17 363.98 0,225.73 363.51 0,223.43 384.21 0,235.33 385.07 0,234.74 390.38 0,222.84 389.51 0,221.48 401.74 0,234.07 402.65 0,233.37 408.97 0,220.78 408.06 0,218.56 427.97 0,225.19 428.45 0,223.36 444.96 0,216.73 444.48 0,212.47 482.72 0,223.54 483.52 0,222.9 489.24 0,211.84 488.44 0,209.39 510.41 0,216.03 510.89 0,215.04 519.74 0,292.04 525.32 0,295.24 496.56 0,285.7 495.87 0,286.55 488.22 0,296.09 488.91 0,297.35 477.61 0,287.25 476.88 0,288.05 469.69 0,298.15 470.42 0,300.22 451.76 0,294.87 451.38 0,296.66 435.29 0,302.01 435.68 0,304.4 414.21 0,294.49 413.5 0,295.31 406.12 0,305.22 406.83 0,306.34 396.78 0,296.65 396.08 0,297.35 389.74 0,307.04 390.44 0,309.17 371.34 0,303.57 370.93 0,304.93 358.69 0))","POLYGON ((-115.247024290999946 36.199284250000062 0,-115.247027968999987 36.199251183000058 0,-115.24701285399999 36.199250088000042 0,-115.24701859 36.199198511000077 0,-115.24704475 36.199200406000045 0,-115.247046653999973 36.199183282000035 0,-115.247020494999958 36.199181388000056 0,-115.247023512999988 36.199154252000028 0,-115.247050251999951 36.199156189000064 0,-115.24705246799999 36.199136262000025 0,-115.247025728999972 36.199134326000035 0,-115.247032173999969 36.199076374000072 0,-115.247046616999967 36.199077420000037 0,-115.24705144699999 36.199033987000064 0,-115.24703700399999 36.199032942000031 0,-115.24704260599998 36.198982565000051 0,-115.24706985399996 36.198984538000047 0,-115.24707201199999 36.19896513100008 0,-115.247044763999952 36.198963157000037 0,-115.247048156999938 36.198932649000028 0,-115.247073926999974 36.198934515000076 0,-115.247076222999965 36.19891386300003 0,-115.247050453999975 36.198911997000039 0,-115.24705909 36.198834343000044 0,-115.247266990999947 36.198849399000039 0,-115.247264331999986 36.198873303000028 0,-115.247282236999979 36.198874599000078 0,-115.247275640999987 36.198933904000057 0,-115.247245757999963 36.198931740000035 0,-115.247244038999952 36.198947203000046 0,-115.247273921999977 36.198949367000068 0,-115.24726244 36.199052617000063 0,-115.24724453499999 36.199051320000024 0,-115.247239577999949 36.199095894000038 0,-115.247257482999942 36.199097191000078 0,-115.247251503999962 36.199150942000074 0,-115.247217512999953 36.199148480000076 0,-115.24721561399997 36.199165553000057 0,-115.247249605999968 36.199168014000065 0,-115.247245936999946 36.199201011000071 0,-115.247213803999955 36.199198684000066 0,-115.247212210999976 36.199213005000047 0,-115.247244343999967 36.199215332000051 0,-115.247238128999982 36.199271213000031 0,-115.247220751999976 36.199269954000044 0,-115.247217604999946 36.199298251000073 0,-115.247024290999946 36.199284250000062 0))"
AOI_2_Vegas_img2144,22,"POLYGON ((284.74 244.04 0,275.24 245.55 0,213.88 255.29 0,216.73 267.0 0,212.08 267.74 0,216.9 287.49 0,227.66 285.79 0,228.99 291.25 0,218.23 292.96 0,221.04 304.51 0,231.11 302.91 0,232.56 308.86 0,222.49 310.46 0,227.35 330.4 0,232.58 329.57 0,234.89 339.02 0,305.55 327.81 0,303.0 317.33 0,308.15 316.51 0,303.32 296.7 0,294.19 298.15 0,292.77 292.34 0,301.91 290.89 0,299.72 281.91 0,290.13 283.43 0,288.23 275.6 0,297.81 274.08 0,292.91 253.96 0,287.37 254.84 0,284.74 244.04 0))","POLYGON ((-115.247078802999965 36.199593780000043 0,-115.247071704999939 36.199564645000066 0,-115.247056744999952 36.199567018000039 0,-115.247043506999944 36.199512684000069 0,-115.247069386999954 36.199508578000064 0,-115.24706424 36.19948744800007 0,-115.247038357999941 36.199491554000076 0,-115.24703244599999 36.199467284000036 0,-115.24705711 36.199463371000036 0,-115.247053289999897 36.199447690000056 0,-115.247028624999984 36.199451603000057 0,-115.24701559499999 36.199398122000048 0,-115.247029503999954 36.199395916000071 0,-115.24702261 36.199367624000047 0,-115.247213406999947 36.199337352000043 0,-115.247219620999942 36.199362855000061 0,-115.247233751999943 36.199360613000067 0,-115.247246872999938 36.199414465000075 0,-115.247219687999973 36.199418779000041 0,-115.247223597999948 36.19943483000003 0,-115.24725078299997 36.199430517000053 0,-115.247258381999984 36.199461704000043 0,-115.247229327999946 36.199466314000063 0,-115.24723292499999 36.199481079000066 0,-115.24726198 36.199476469000047 0,-115.247274974999982 36.199529808000079 0,-115.247262424999974 36.199531799000056 0,-115.24727013099999 36.199563425000065 0,-115.247104454999942 36.199589710000055 0,-115.247078802999965 36.199593780000043 0))"
AOI_2_Vegas_img2144,23,"POLYGON ((82.68 600.29 0,13.36 615.01 0,17.98 629.19 0,12.92 630.26 0,19.1 649.22 0,28.99 647.12 0,29.92 650.0 0,93.18 650.0 0,102.82 647.95 0,99.56 637.95 0,91.09 639.75 0,89.4 634.58 0,97.88 632.78 0,91.4 612.91 0,87.09 613.83 0,82.68 600.29 0))","POLYGON ((-115.247624366999958 36.198631907000049 0,-115.24761245 36.198595363000038 0,-115.24760082499995 36.198597832000075 0,-115.247583329999898 36.198544183000024 0,-115.247606215999951 36.198539323000034 0,-115.247601666999969 36.198525374000042 0,-115.247578780999959 36.198530234000032 0,-115.247569975999966 36.198503232000064 0,-115.247596027444629 36.198497699869698 0,-115.247766805295086 36.198497699869698 0,-115.247769336999966 36.19850546400005 0,-115.24779602699999 36.198499797000068 0,-115.24781272199999 36.198550990000058 0,-115.247799046999944 36.198553894000042 0,-115.247811526999953 36.198592162000068 0,-115.247624366999958 36.198631907000049 0))"
AOI_2_Vegas_img2144,24,"POLYGON ((3.38 502.88 0,0.0 502.5 0,0.0 568.71 0,41.69 573.38 0,42.08 571.13 0,57.87 572.9 0,60.11 560.92 0,68.7 561.95 0,74.08 532.72 0,65.5 531.69 0,68.35 516.2 0,54.04 514.59 0,54.83 509.97 0,31.92 507.4 0,30.75 514.17 0,20.97 513.08 0,22.14 506.3 0,22.68 503.14 0,9.97 501.71 0,8.26 511.6 0,2.0 510.89 0,3.38 502.88 0))","POLYGON ((-115.24783848 36.198894928000072 0,-115.24784220399999 36.198873288000073 0,-115.247825284999976 36.198871392000058 0,-115.24782069299999 36.198898073000066 0,-115.247786350999945 36.198894224000071 0,-115.247787820999974 36.198885683000071 0,-115.24779096899999 36.198867396000026 0,-115.247764565999944 36.198864437000054 0,-115.24776142 36.198882724000043 0,-115.247699552999961 36.198875790000045 0,-115.247701701999972 36.198863298000049 0,-115.24766305 36.198858965000056 0,-115.247670760999938 36.19881713500007 0,-115.247647572999938 36.198814351000067 0,-115.247662122999941 36.198735422000027 0,-115.247685310999941 36.198738205000041 0,-115.247691346999943 36.198705870000026 0,-115.247733978999975 36.198710648000031 0,-115.247735023999951 36.198704576000068 0,-115.247847599881069 36.198717193513225 0,-115.247847599881069 36.198895950111577 0,-115.24783848 36.198894928000072 0))"
AOI_2_Vegas_img2144,25,"POLYGON ((33.64 484.87 0,33.94 482.64 0,34.94 475.43 0,43.18 476.17 0,42.18 483.38 0,83.36 487.08 0,86.18 466.63 0,94.9 467.42 0,98.17 443.7 0,90.25 442.99 0,92.4 427.4 0,77.07 426.02 0,77.56 422.48 0,52.34 420.21 0,51.44 426.78 0,43.64 426.08 0,44.54 419.51 0,44.89 417.0 0,31.29 415.78 0,30.05 424.79 0,23.5 424.2 0,24.74 415.2 0,16.58 414.46 0,0.0 412.98 0,0.0 479.59 0,1.13 479.7 0,2.09 472.72 0,20.59 474.38 0,19.62 481.36 0,19.32 483.58 0,33.64 484.87 0))","POLYGON ((-115.247756784999979 36.198943554000039 0,-115.247795444999952 36.198947025000052 0,-115.247794615999965 36.198953040000049 0,-115.247792018999974 36.198971880000045 0,-115.247841953999966 36.198976363000043 0,-115.247844550999957 36.198957522000057 0,-115.247847599881069 36.198957795706654 0,-115.247847599881069 36.199137666855691 0,-115.247802842999988 36.199133649000032 0,-115.247780795999972 36.199131670000043 0,-115.247784145999958 36.199107365000032 0,-115.247766472999956 36.199105779000035 0,-115.24776312299997 36.199130083000057 0,-115.24772640599997 36.199126788000058 0,-115.24772733899999 36.199120014000073 0,-115.247729783999944 36.199102280000034 0,-115.247708716999966 36.19910038900008 0,-115.247706272999949 36.199118123000062 0,-115.247638187999939 36.199112011000068 0,-115.247639506999974 36.199102442000026 0,-115.247598123999978 36.199098727000035 0,-115.247603925999954 36.199056632000065 0,-115.247582533999946 36.199054711000031 0,-115.247591359999902 36.198990674000072 0,-115.24761492499999 36.198992789000044 0,-115.247622532999969 36.198937593000039 0,-115.24773371 36.198947573000055 0,-115.24773102599994 36.198967044000028 0,-115.247753271999954 36.198969042000044 0,-115.24775595599999 36.198949570000025 0,-115.247756784999979 36.198943554000039 0))"
AOI_2_Vegas_img2144,26,"POLYGON ((10.89 347.35 0,98.92 355.59 0,101.21 339.6 0,13.18 331.36 0,10.89 347.35 0))","POLYGON ((-115.247818206999966 36.199314867000055 0,-115.247812003999968 36.199358017000066 0,-115.24757432399997 36.199335768000026 0,-115.247580526999968 36.199292618000072 0,-115.247818206999966 36.199314867000055 0))"
AOI_2_Vegas_img2144,27,"POLYGON ((135.54 278.87 0,115.75 278.49 0,113.64 351.52 0,133.42 351.89 0,135.54 278.87 0))","POLYGON ((-115.247481651999976 36.199499762000073 0,-115.247487355999965 36.199302592000038 0,-115.247540766999975 36.199303598000029 0,-115.247535062999987 36.199500768000064 0,-115.247481651999976 36.199499762000073 0))"
AOI_2_Vegas_img2144,28,"POLYGON ((174.97 252.72 0,172.16 325.47 0,191.15 325.95 0,193.97 253.2 0,174.97 252.72 0))","POLYGON ((-115.247375170999987 36.199570344000051 0,-115.247323882999979 36.199569050000036 0,-115.247331488999976 36.199372648000065 0,-115.247382776999984 36.199373941000033 0,-115.247375170999987 36.199570344000051 0))"
AOI_2_Vegas_img2144,29,"POLYGON ((28.49 380.02 0,26.52 395.75 0,75.11 399.73 0,77.08 384.0 0,28.49 380.02 0))","POLYGON ((-115.24777067 36.199226639000074 0,-115.247639471999946 36.199215898000034 0,-115.247644808999951 36.199173439000049 0,-115.24777600799996 36.199184179000042 0,-115.24777067 36.199226639000074 0))"
AOI_2_Vegas_img2144,30,"POLYGON ((128.95 650.0 0,148.18 650.0 0,138.64 587.45 0,119.7 589.33 0,128.95 650.0 0))","POLYGON ((-115.2474994364065 36.198497699869698 0,-115.24752441399994 36.198661514000037 0,-115.24747326499994 36.198666593000041 0,-115.24744751306001 36.198497699869698 0,-115.2474994364065 36.198497699869698 0))"
AOI_2_Vegas_img2144,31,"POLYGON ((180.61 619.45 0,199.65 617.28 0,186.98 544.82 0,167.94 546.99 0,180.61 619.45 0))","POLYGON ((-115.24735994 36.19858019000003 0,-115.24739416599999 36.198775828000066 0,-115.247342765999974 36.198781684000039 0,-115.24730854 36.198586046000059 0,-115.24735994 36.19858019000003 0))"
